"filename", "language", "JavaScript", "JSON", "comment", "blank", "total"
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\services\research\postResearchService.js", "JavaScript", 18, 0, 0, 7, 25
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\services\research\putResearchService.js", "JavaScript", 27, 0, 0, 8, 35
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\services\userContext\deleteUserContextService.js", "JavaScript", 23, 0, 0, 5, 28
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\services\userContext\getUserContextService.js", "JavaScript", 49, 0, 6, 13, 68
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\services\userContext\patchUserContextService.js", "JavaScript", 36, 0, 1, 10, 47
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\services\userContext\postUserContextService.js", "JavaScript", 30, 0, 0, 7, 37
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\services\userContext\putUserContextService.js", "JavaScript", 45, 0, 0, 11, 56
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\services\userContext\validateUserContextData.js", "JavaScript", 74, 0, 7, 8, 89
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\utils\ai\queryLLM.js", "JavaScript", 47, 0, 3, 7, 57
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\utils\embedding.js", "JavaScript", 20, 0, 0, 4, 24
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\utils\generateTitle.js", "JavaScript", 3, 0, 0, 0, 3
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\utils\pinecone\createVectorIndex.js", "JavaScript", 23, 0, 0, 4, 27
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\utils\pinecone\deleteVector.js", "JavaScript", 29, 0, 0, 7, 36
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\utils\pinecone\getVector.js", "JavaScript", 26, 0, 0, 6, 32
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\utils\pinecone\initializePineconeIndexes.js", "JavaScript", 29, 0, 0, 6, 35
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\utils\pinecone\updateVectors.js", "JavaScript", 35, 0, 0, 5, 40
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\utils\pinecone\upsertVector.js", "JavaScript", 27, 0, 0, 4, 31
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\utils\pinecone\vectorSearch.js", "JavaScript", 54, 0, 0, 7, 61
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\utils\validation.js", "JavaScript", 24, 0, 0, 9, 33
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\websockets\aiChat.js", "JavaScript", 79, 0, 0, 17, 96
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\websockets\websockets.js", "JavaScript", 4, 0, 0, 2, 6
"Total", "-", 6628, 13, 36, 1438, 8115
